initials,todays_date,mouse_id,sex,strain,genotype,bd,sac_date,disposition_notes,treatment,date_of_first_treatment,treatment_duration,injection_date,virus_1,virus_2,virus_3,evidence_of_tumor,date_tumor_reported,dox_tx,tissue_collected,zinc_fixed,formalin_fixed,parafin_block_number_s,slide_number_s,h_e,gross_visualization_of_lung_nodules,age_at_sac,drug_treatment,reason_for_sac,start_of_treatment,treatment_length,rcas_injection,injection_route,age_at_tumor_onset,todays_date_original,sac_date_original,injection_date_original,date_tumor_reported_original
RF/KC,2021-06-04,25576,F,DCT-TVA:BrafCa/Ca;Tyr/+,DCT-TVA:BrafCa/Ca;Tyr/+,2020-12-06,2021-06-04,Experimental Enddate; Experimental enddate; Many lung nodules,,,,2021-12-07,RCAS HA-PIK3CA-H1047R + Cre,,,No,,,"Brain, Lungs",No,"Brain, Lungs",,,,Yes,180,,,,,,,,44351,44351,44537,
RF/KC,2021-06-04,25577,F,DCT-TVA:BrafCa/Ca;Tyr/+,DCT-TVA:BrafCa/Ca;Tyr/+,2020-12-06,2021-06-04,"Experimental Enddate; Experimental enddate; Many lung nodules; Lungs appeared larger, possible extra node",,,,2021-12-07,RCAS HA-PIK3CA-H1047R + Cre,,,No,,,"Brain, Lungs",No,"Brain, Lungs",,,,Yes,180,,,,,,,,44351,44351,44537,
RF/KC,2021-06-04,25578,M,DCT-TVA:BrafCa/Ca;Tyr/+,DCT-TVA:BrafCa/Ca;Tyr/+,2020-12-06,2021-06-04,Experimental Enddate; Experimental enddate; Brain soft; Organs intact,,,,2021-12-07,RCAS HA-PIK3CA-H1047R + Cre,,,No,,,"Brain, Lungs",No,"Brain, Lungs",,,,Yes,180,,,,,,,,44351,44351,44537,
CS/RF/KC,2021-06-04,26434-00,F,DCT-TVA::Ptenf/f;Brafca/ca;Tyr/+,DCT-TVA::Ptenf/f;Brafca/ca;Tyr/+,2021-03-09,2021-06-04,"Tumor on right side of mouth; All major organs intact, no evidence of metastases",,,,2021-03-09,RCAS Cre,,,Yes,,,"T1, Brain, Lungs",No,"T1, Brain, Lungs",,,,No,87,,,,,,,,44351,44351,44264,
RH,2021-06-04,26826-00,F,DCT-TVA::Cas9f/f;Ptenf/f;Inkf/f,DCT-TVA::Cas9f/f;Ptenf/f;Inkf/f,2021-04-16,2021-06-04,"mouse was found with limited hind leg mobility on 6/1. Sacked before the weekend since it appeared like it was moving less and could have starved or dehydrated, no primary tumor observed, spine looked normal, brain and lung were fixed. Possible that leg mobility issue was not tumor related.",,,,,RCAS Cre-U6-sgRNA-Ex2-NF1,,,,,,"Brain, lung",No,"Brain, lung",,,,,49,,,,,,,,44351,44351,"4/16/21, 4/19/21",
"RF, WM, KC",2021-06-01,25279,M,DCT-TVA:BrafCa/Ca;Tyr/+,DCT-TVA:BrafCa/Ca;Tyr/+,2020-11-08,2021-06-01,Reason for sac: End point; Normal behavior; Skull intact; All organs appeared normal,,,,2020-11-10,RCAS Cre,RCAS HA-PIK3CA-H1047R,,No,,,"B, L",No,"B, L",,,,Yes,205,,,,,,,,44348,44348,44145,
"RF, WM, KC",2021-06-01,25279,M,DCT-TVA:BrafCa/Ca;Tyr/+,DCT-TVA:BrafCa/Ca;Tyr/+,2020-11-08,2021-06-01,Reason for sac: End point; Normal behavior; Skull intact; All organs appeared normal,,,,2020-11-10,RCAS Cre,RCAS HA-PIK3CA-H1047R,,No,,,"B, L",No,"B, L",,,,Yes,205,,,,,,,,44348,44348,44145,
"RF, WM, KC",2021-06-01,25279,M,DCT-TVA:BrafCa/Ca;Tyr/+,DCT-TVA:BrafCa/Ca;Tyr/+,2020-11-08,2021-06-01,Reason for sac: End point; Normal behavior; Skull intact; All organs appeared normal,,,,2020-11-10,RCAS Cre,RCAS HA-PIK3CA-H1047R,,No,,,"B, L",No,"B, L",,,,Yes,205,,,,,,,,44348,44348,44145,
"RF, WM, KC",2021-06-01,25281,M,DCT-TVA:BrafCa/Ca;Tyr/+,DCT-TVA:BrafCa/Ca;Tyr/+,2020-11-08,2021-06-01,Reason for sac: End point; Normal behavior; Skull intact; All organs appeared normal,,,,2020-11-10,RCAS Cre,RCAS HA-PIK3CA-H1047R,,No,,,"B, L",No,"B, L",,,,Yes,205,,,,,,,,44348,44348,44145,
"RF, WM, KC",2021-06-01,25282,M,DCT-TVA:BrafCa/Ca;Tyr/+,DCT-TVA:BrafCa/Ca;Tyr/+,2020-11-08,2021-06-01,Reason for sac: End point; Normal behavior; Skull intact; All organs appeared normal,,,,2020-11-10,RCAS Cre,RCAS HA-PIK3CA-H1047R,,No,,,"B, L",No,"B, L",,,,Yes,205,,,,,,,,44348,44348,44145,
RH,2021-05-28,25782,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,2020-12-29,2021-05-28,experimental endpoint,,,,2021-12-30,RCAS Cre,,,,,,Brain,No,Brain,,,,,150,,,,,,,,44344,44344,44560,
RH,2021-05-28,25783,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,2020-12-29,2021-05-28,experimental endpoint,,,,2021-12-30,RCAS Cre,,,,,,Brain,No,Brain,,,,,150,,,,,,,,44344,44344,44560,
RH,2021-05-28,25784,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,2020-12-29,2021-05-28,experimental endpoint,,,,2021-12-30,RCAS Cre,,,,,,Brain,No,Brain,,,,,150,,,,,,,,44344,44344,44560,
RH,2021-05-28,25785,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,2020-12-29,2021-05-28,experimental endpoint,,,,2021-12-30,RCAS Cre,,,,,,Brain,No,Brain,,,,,150,,,,,,,,44344,44344,44560,
RH,2021-05-28,25787,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,2020-12-29,2021-05-28,experimental endpoint,,,,2021-12-30,RCAS Cre,,,,,,Brain,No,Brain,,,,,150,,,,,,,,44344,44344,44560,
RH,2021-05-28,25788,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,2020-12-29,2021-05-28,experimental endpoint,,,,2021-12-30,RCAS Cre,,,,,,Brain,No,Brain,,,,,150,,,,,,,,44344,44344,44560,
RH,2021-05-26,26274-00,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-02-19,2021-05-26,"tumor noticed on base of spine, no other symptom or abnormality observed after necropsy, part of tumor was fixed, part was used for a cell line, and part was frozen",,,,2020-12-22,RCAS Cre U6 sgRNA Ex2 NF1,,,,,,"Brain, spine tumor",No,"Brain, spine tumor",,,,,96,,,,,,,,44342,44342,44187,
RH,2021-05-26,26436-00,M,DCT-TVA::Ptenf/f;Brafca/ca;Tyr/+,DCT-TVA::Ptenf/f;Brafca/ca;Tyr/+,2021-03-09,2021-06-14,Tumor on right side of face; Brain not fully intact,,,,2021-03-09,RCAS Cre,,,Yes,2021-05-19,,"B,L,T1",No,"B,L,T1",,,,No,97,,,,,,,,44342,44361,44264,44335
RH,2021-05-21,25741,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2020-12-26,2021-05-14,"mouse looked like it was becoming emanciated and starting to have a hunched back, upon necropsy, there was a cranial nerve tumor somewhat attched to the base of the cranial cavity, and not as attached to the brain. A part of the tumor was fixed with the brain, while another part was frozen and used for a cell line.",,,,2020-12-28,RCAS Cre U6 sgRNA Ex2 NF1,,,,,,"Brain, cranial nerve tumor",No,Brain,,,,,139,,,,,,,,44337,44330,44193,
CS/TT,2021-05-21,25579,M,DCT-TVA:BrafCa/Ca;Tyr/+,DCT-TVA:BrafCa/Ca;Tyr/+,2020-12-06,2021-05-21,Generally unwell. Brain not very solid,,,,2021-12-07,RCAS HA-PIK3CA-H1047R + Cre,,,No,,,"Brain, Lungs",No,full brain,,,,No,166,,,,,,,,44337,44337,44537,
CS/TT,2021-05-21,26373-00,F,DCT-TVA::Brafca/ca;Tyr/+,DCT-TVA::Brafca/ca;Tyr/+,2021-03-01,2021-05-21,Enlarged spleen; Generally unwell,,,,2021-02-21,RCAS myr-HA-AKT1 + RCAS Cre,,,,,,"Brain, Lungs",No,"Brain, Lungs",,,,Yes,81,,,,,,,,44337,44337,44248,
RH,2021-05-20,25687-00,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2020-12-19,2021-05-20,"no abnormalities upon necropsy, sacked for experimental endpoint",,,,2020-12-22,RCAS Cre U6 sgRNA Ex2 NF1,,,,,,Brain,No,Brain,,,,,152,,,,,,,,44336,44336,44187,
RH,2021-05-20,25688-01,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2020-12-19,2021-05-20,"tumor on top of head first observed on 5/19/21, sacked 5/20/21 for experimental endpoint, everything else looks normal upon necropsy, froze part of head tumor and made cell line with it.",,,,2020-12-22,RCAS Cre U6 sgRNA Ex2 NF1,,,,,,"Brain, head tumor",No,Brain,,,,,152,,,,,,,,44336,44336,44187,
RH,2021-05-19,26281-01,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-02-19,2021-05-17,"partially paralyzed on hind legs, mass observed on base of cranial cavity between the cranial nerves, used for a cell line, brain may have looked a little puffy",,,,2021-02-21,RCAS Cre U6 sgRNA Ex2 NF1,,,,,,"Brain, cranial nerve tumor",No,Brain,,,,,87,,,,,,,,44335,44333,44248,
RH,2021-05-19,26308-03,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,2021-02-19,2021-05-17,"partially paralyzed in hind legs, everything else looked normal",,,,2021-02-21,RCAS Cre U6 sgRNA Ex2 NF1,,,,,,Brain,No,Brain,,,,,87,,,,,,,,44335,44333,44248,
GP/CS,2021-05-17,25283-00,M,DCT-TVA:BrafCa/Ca;Tyr/+,DCT-TVA:BrafCa/Ca;Tyr/+,2020-11-08,2021-05-17,Sac'd due to fight wounds (bloody tail) and experimental endpoint.; Sac'd due to fight wounds (blood tail) and experimental endpoint (past 180 days).; Brain mushy.; Gross nodules on lungs.; No tumor found.,,,,2020-11-10,RCAS Cre + RCAS HA-PIK3CA-H1047R (11/10/20 GP),,,,,,"Brain, lung",No,"Brain, lung",,,,Yes,190,,,,,,,,44333,44333,44145,
GP/CS,2021-05-17,25286-10,M,DCT-TVA:BrafCa/Ca;Tyr/+,DCT-TVA:BrafCa/Ca;Tyr/+,2020-11-08,2021-05-17,Sac'd due to fight wounds (bloody tail) and experimental endpoint.; Sac'd due to fight wounds (blood tail) and experimental endpoint (past 180 days).; Brain mushy.; Gross nodules on lungs.; No tumor found.,,,,2020-11-10,RCAS Cre + RCAS HA-PIK3CA-H1047R (11/10/20 GP),,,,,,"Brain, lung",No,"Brain, lung",,,,Yes,190,,,,,,,,44333,44333,44145,
RH,2021-05-17,26141-00,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-01-31,2021-05-14,"mouse had a domed head, was hunched over, not grooming, and breathing heavy, there was a massive tumor under the brain and attached to the base of the cranial cavity, froze portion of tumor and used for cell line.",,,,2021-02-02,RCAS Cre U6 sgRNA Ex2 NF1,,,,,,"Brain, cranial nerve tumor",No,Brain,,,,,103,,,,,,,,44333,44330,44229,
RH,2021-05-17,26276-03,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-02-19,2021-05-17,"tumor observable on the base of spine (T1), mouse is showing partial paralysis in hind legs, also small head tumor developing (T2), froze and made cell lines of each tumor and fixed part of T1.",,,,2021-02-21,RCAS Cre U6 sgRNA Ex2 NF1,,,,,,"Brain, spinal cord tumor (T1), head tumor (T2)",No,"Brain, T1",,,,,87,,,,,,,,44333,44333,44248,
RH,2021-05-17,26282,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-02-19,2021-05-14,"mouse was paralyzed, but nothing looked abnormal after necropsy",,,,2021-02-21,RCAS Cre U6 sgRNA Ex2 NF1,,,,,,Brain,No,Brain,,,,,84,,,,,,,,44333,44330,44248,
GP,2021-05-17,26636-01,F,All Alleles,All Alleles,2021-03-28,2021-05-17,Sac'd due to tumor size; tumor on eye impacting vision; Sac'd due to tumor size; tumor on eye impacting vision.; Skull was mostly intact.; Tumor found in chest cavity.; Primary tumor located on left eye.; Lungs had multiple nodules and black lobes.,,,,2021-03-29,RCAS Akt1+Cre 3/29/21 CS,,,,,,"Brain, lung, tumors (T1 and T2)",No,"Brain, lung, tumors (T1 and T2)",,,,Yes,50,,,,,,,,44333,44333,44284,
RH,2021-05-14,26068-03,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-01-24,2021-05-14,"mouse is paralyzed with a partially closed left eye, upon necropsy there is an enlarged cranial nerve on both sides, which was only used for a cell line (T1). There was also a tumor found on the spinal cord (T2) also just used for cell line.",,,,2021-01-26,RCAS Cre U6 sgRNA Ex2 NF1,,,,,,"Brain, cranial nerve tumor (T1), and spinal cord tumor (T2)",No,Brain,,,,,110,,,,,,,,44330,44330,44222,
RH,2021-05-10,25548-00,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,2020-12-04,2021-05-10,experimental endpoint,,,,2020-12-04,RCAS Cre,,,,,,Brain,No,Brain,,,,,157,,,,,,,,44326,44326,44169,
RH,2021-05-10,25549-01,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,2020-12-04,2021-05-10,experimental endpoint,,,,2020-12-04,RCAS Cre,,,,,,Brain,No,Brain,,,,,157,,,,,,,,44326,44326,44169,
RH,2021-05-10,25550-00,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,2020-12-04,2021-05-10,experimental endpoint,,,,2020-12-04,RCAS Cre,,,,,,Brain,No,Brain,,,,,157,,,,,,,,44326,44326,44169,
RH,2021-05-10,25595-00,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,2020-12-09,2021-05-10,experimental endpoint,,,,2020-12-10,RCAS Cre,,,,,,Brain,No,Brain,,,,,152,,,,,,,,44326,44326,44175,
RH,2021-05-10,25596-01,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,2020-12-09,2021-05-10,experimental endpoint,,,,2020-12-10,RCAS Cre,,,,,,Brain,No,Brain,,,,,152,,,,,,,,44326,44326,44175,
RH,2021-05-10,25597-00,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,2020-12-09,2021-05-10,experimental endpoint,,,,2020-12-10,RCAS Cre,,,,,,Brain,No,Brain,,,,,152,,,,,,,,44326,44326,44175,
RH,2021-05-10,25748-11,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2020-12-26,2021-05-10,"breathing heavy, hind legs paralyzed, no observable tumor",,,,2020-12-28,RCAS Cre U6 sgRNA Ex2 NF1,,,,,,Brain,No,Brain,,,,,135,,,,,,,,44326,44326,44193,
RH,2021-05-10,26023-00,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,2021-01-20,2021-05-10,"bump on head noticed 4/23/21, sacked when it was big enough to harvest for a cell line, fix, and freeze",,,,2021-01-22,RCAS Cre U6 sgRNA Ex2 NF1,,,,,,"Brain, head tumor",No,"Brain, head tumor",,,,,110,,,,,,,,44326,44326,44218,
RH,2021-05-10,26305-00,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,2021-02-21,2021-05-10,"mouse was hunched over, not moving much, and looked emanciated/sick, upon necropsy there was a large tumor under the brain that was not attached to the brain, but it was difficult to remove from the bottom of the cranial cavity, this is possibly growing from the left cranial nerve",,,,2021-02-21,RCAS Cre U6 sgRNA Ex2 NF1,,,,,,"Brain, cranial nerve tumor",No,"Brain, cranial nerve tumor",,,,,78,,,,,,,,44326,44326,44248,
RH,2021-05-05,26061-00,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-01-24,2021-05-05,"lossing mobility, everything looked normal upon necropsy",,,,2021-01-26,RCAS Cre U6 sgRNA Ex2 NF1,,,,,,Brain,No,Brain,,,,,101,,,,,,,,44321,44321,44222,
RH,2021-05-05,26067-01,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-01-24,2021-05-05,"mouse was bloated with lots of gas built up in digestive tract, mouse was also acting less active and hunched over, there were 4 masses around the front and sides of the neck which were harvested for histology, freezing, and cell line - possibly lymph nodes given their symetry, brain has a little nub in the front of it that looked larger than normal",,,,2021-01-26,RCAS Cre U6 sgRNA Ex2 NF1,,,,,,Brain and neck tumors,No,"Brain, neck tumor (lymph node?)",,,,,101,,,,,,,,44321,44321,44222,
RH,2021-05-05,26139-03,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-01-31,2021-05-05,"bloated looking due to gut full of gas, breathing heavy, enlarged masses around neck (T1) similar to 26067 (may be lymph nodes, might have missed these in previous mice) - these were fixed, frozen and used for a cell line, Also had a mushy mass under the brain (T2) which was used for a cell line",,,,2021-02-02,RCAS Cre U6 sgRNA Ex2 NF1,,,,,,"Brain, neck tumor (lyph node?) T1, cranial nerve mush under brain (T2)",No,"Brain, T1",,,,,94,,,,,,,,44321,44321,44229,
RH,2021-05-05,26275-01,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-02-19,2021-05-05,"hunched, emanciated, partial paralysis, brain looked a little puffy",,,,2021-02-21,RCAS Cre U6 sgRNA Ex2 NF1,,,,,,Brain,No,Brain,,,,,75,,,,,,,,44321,44321,44248,
RH,2021-05-05,26277-10,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-02-19,2021-05-05,"hunched back, becoming paralyzed, brain looked a little puffy with a possible whiter section on the bottom",,,,2021-02-21,RCAS Cre U6 sgRNA Ex2 NF1,,,,,,Brain,No,Brain,,,,,75,,,,,,,,44321,44321,44248,
RH,2021-05-05,26280-00,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-02-19,2021-05-05,"mouse was bloated and looks like it is full of gas, there was an enlarged cranial nerve that was just kept for making a cell line with",,,,2021-02-21,RCAS Cre U6 sgRNA Ex2 NF1,,,,,,"Brain, cranial nerve",No,Brain,,,,,75,,,,,,,,44321,44321,44248,
GP,2021-04-30,26266-01,F,DCT-TVA;Ptenf/f;Brafca/ca;Tyr-Cre/+,DCT-TVA;Ptenf/f;Brafca/ca;Tyr-Cre/+,2021-02-19,2021-04-30,Sac'd for tumor size; Difficulties walking.; Sac'd for tumor size; gross visualization of lung nodules; mouse had difficulty walking; tumor behind eyes (attached to skin) and on back of neck,,,,2021-02-19,RCAS Cre (GP 2/19/21),,,,,,"Tumor, Brain, Lungs",No,"Tumor, Brain, Lungs",,,,Yes,70,,,,,,,,44316,44316,44246,
GP,2021-04-30,26268-01,M,DCT-TVA;Ptenf/f;Brafca/ca;Tyr-Cre/+,DCT-TVA;Ptenf/f;Brafca/ca;Tyr-Cre/+,2021-02-19,2021-04-30,Sac'd for tumor size; Sac'd for tumor size; gross visualization of lung nodules; tumor on back of neck; brain in tact.,,,,2021-02-19,RCAS Cre (GP 2/19/21),,,,,,"Tumor, Brain, Lungs",No,"Tumor, Brain, Lungs",,,,Yes,70,,,,,,,,44316,44316,44246,
RH,2021-04-29,26142-01,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-01-31,2021-04-29,"starting to drag hind legs on 4/26/21, noticed left eye not fully open on 4/27/21, weeker and more emanciated than the cagemates so sacked before I find it dead, nothing abnormal noticed upon necropsy",,,,2021-02-02,RCAS Cre U6 sgRNA Ex2 NF1,,,,,,Brain,No,Brain,,,,,88,,,,,,,,44315,44315,44229,
RH,2021-04-26,26062-01,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-01-24,2021-04-26,"tumor on shoulder noticed 4/23/21, found dead, brain was sort of mush, tumors also noticed on lower spinal cord after necropsy",,,,2021-01-26,RCAS Cre U6 sgRNA Ex2 NF1,,,,2021-04-23,,Brain,No,Brain,,,,,92,,,,,,,,44312,44312,44222,44309
RH,2021-04-26,26063-03,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-01-24,2021-04-26,"dragging legs 4/26/21, no other sign of tumor",,,,2021-01-26,RCAS Cre U6 sgRNA Ex2 NF1,,,,,,Brain,No,Brain,,,,,92,,,,,,,,44312,44312,44222,
RH,2021-04-26,26065-30,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-01-24,2021-04-26,"small bump noticed on top of head  on 4/15, showing more paralysis on 4/26/21, upon necropsy there was a top of head tumor which was small and only peeled off the skull with a piece of skull attached and fixed -T1. Tumor around the lower spinal cord was also minimal and used only to make a cell line - T2.",,,,2021-01-26,RCAS Cre U6 sgRNA Ex2 NF1,,,,2021-04-15,,Brain,No,Brain,,,,,92,,,,,,,,44312,44312,44222,44301
RH,2021-04-26,26066-00,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-01-24,2021-04-26,"bulge noticed in scrotum and mouse is more emanciated than others in cage, it is a hernia, no sign of tumor",,,,2021-01-26,RCAS Cre U6 sgRNA Ex2 NF1,,,,,,Brain,No,Brain,,,,,92,,,,,,,,44312,44312,44222,
RH,2021-04-23,26278-30,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-02-19,2021-04-23,"mouse was observed to be partially paralyzed, and I didn't want to leave it over the weekend. Nothing looked abnormal upon necropsy",,,,2021-02-21,RCAS Cre U6 sgRNA Ex2 NF1,,,,"behavior reported 4/23/21, partially paralyzed on hind legs",,Brain,No,Brain,,,,,63,,,,,,,,44309,44309,44248,"behavior reported 4/23/21, partially paralyzed on hind legs"
RH,2021-04-22,26040-00,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-01-24,2021-04-22,"Mouse was found dead. No sign of tumor upon necropsy. Behavior was first noted on 4/16, but mouse never appeared like it required euthanasia. Brain was able to be harvested in one piece.",,,,2021-01-26,RCAS Cre U6 sgRNA Ex2 NF1,,,,"behavior reported 4/16/21, eyes looking partially closed",,Brain,No,Brain,,,,,88,,,,,,,,44308,44308,44222,"behavior reported 4/16/21, eyes looking partially closed"
RH,2021-04-13,25690-00,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,2020-12-19,2021-04-13,"mouse is showing signs of partial paralysis on 4/7. Head is tilted to one side, but still able to move around. Could have gone longer, but no sense risking mouse dying on own. Necropsy showed bulge in left top of skull, under the left side of brain looked to be a glioma, attached a little to the base of the cranial cavity and partially attached to the brain, sort of mushy, cut some off to freeze and make cell line from as well as fixed the rest with the brain",,,,2020-12-22,RCAS Cre U6 sgRNA Ex2 NF1,,,yes,,,Brain,No,Brain,,,,,115,,,,,,,,44299,44299,44187,
